0.0,0.0,614.319211768,202.236394465
0.0,1.0,616.960515286,202.236394465
0.0,2.0,619.601818804,202.236394465
0.0,3.0,622.243122322,202.236394465
0.0,4.0,624.884425839,202.236394465
0.0,5.0,627.525729357,202.236394465
0.0,6.0,630.167032875,202.236394465
0.0,7.0,632.808336393,202.236394465
0.0,8.0,635.449639911,202.236394465
0.0,9.0,638.090943428,202.236394465
0.0,10.0,640.732246946,202.236394465
0.0,11.0,643.373550464,202.236394465
0.0,12.0,646.014853982,202.236394465
0.0,13.0,648.656157499,202.236394465
0.0,14.0,651.297461017,202.236394465
0.0,15.0,653.938764535,202.236394465
0.0,16.0,656.580068053,202.236394465
0.0,17.0,659.221371571,202.236394465
0.0,18.0,661.862675088,202.236394465
0.0,19.0,664.503978606,202.236394465
0.0,20.0,667.145282124,202.236394465
0.0,21.0,669.786585642,202.236394465
0.0,22.0,672.427889159,202.236394465
0.0,23.0,675.069192677,202.236394465
0.0,24.0,677.710496195,202.236394465
0.0,25.0,675.052281329,202.236394465
0.0,26.0,671.12698447,202.236394465
0.0,27.0,667.201687611,202.236394465
0.0,28.0,663.276390753,202.236394465
0.0,29.0,659.351093894,202.236394465
0.0,30.0,655.425797035,202.236394465
0.0,31.0,651.500500176,202.236394465
0.0,32.0,647.575203318,202.236394465
0.0,33.0,643.649906459,202.236394465
0.0,34.0,639.7246096,202.236394465
0.0,35.0,635.799312742,202.236394465
0.0,36.0,631.874015883,202.236394465
0.0,37.0,627.948719024,202.236394465
0.0,38.0,624.023422165,202.236394465
0.0,39.0,620.098125307,202.236394465
0.0,40.0,616.172828448,202.236394465
0.0,41.0,612.247531589,202.236394465
0.0,42.0,608.32223473,202.236394465
0.0,43.0,604.396937872,202.236394465
0.0,44.0,600.471641013,202.236394465
0.0,45.0,596.546344154,202.236394465
0.0,46.0,592.621047295,202.236394465
0.0,47.0,588.695750437,202.236394465
0.0,48.0,584.770453578,202.236394465
0.0,49.0,580.845156719,202.236394465
0.0,50.0,576.91985986,202.236394465
0.0,51.0,572.994563002,202.236394465
0.0,52.0,569.069266143,202.236394465
0.0,53.0,565.143969284,202.236394465
0.0,54.0,561.218672426,202.236394465
0.0,55.0,557.293375567,202.236394465
0.0,56.0,553.368078708,202.236394465
0.0,57.0,549.442781849,202.236394465
0.0,58.0,545.517484991,202.236394465
0.0,59.0,541.592188132,202.236394465
0.0,60.0,537.666891273,202.236394465
0.0,61.0,533.741594414,202.236394465
0.0,62.0,529.816297556,202.236394465
0.0,63.0,525.891000697,202.236394465
0.0,64.0,521.965703838,202.236394465
0.0,65.0,518.040406979,202.236394465
0.0,66.0,514.115110121,202.236394465
0.0,67.0,510.189813262,202.236394465
0.0,68.0,506.264516403,202.236394465
0.0,69.0,502.339219545,202.236394465
0.0,70.0,498.413922686,202.236394465
0.0,71.0,494.488625827,202.236394465
0.0,72.0,490.563328968,202.236394465
0.0,73.0,486.63803211,202.236394465
0.0,74.0,482.712735251,202.236394465
0.0,75.0,478.787438392,202.236394465
0.0,76.0,474.862141533,202.236394465
0.0,77.0,470.936844675,202.236394465
0.0,78.0,467.011547816,202.236394465
0.0,79.0,463.086250957,202.236394465
0.0,80.0,459.160954098,202.236394465
0.0,81.0,455.23565724,202.236394465
0.0,82.0,451.310360381,202.236394465
0.0,83.0,447.385063522,202.236394465
0.0,84.0,443.459766663,202.236394465
0.0,85.0,439.534469805,202.236394465
0.0,86.0,435.609172946,202.236394465
0.0,87.0,431.683876087,202.236394465
0.0,88.0,427.758579229,202.236394465
0.0,89.0,423.83328237,202.236394465
0.0,90.0,419.907985511,202.236394465
0.0,91.0,415.982688652,202.236394465
0.0,92.0,412.057391794,202.236394465
0.0,93.0,408.132094935,202.236394465
0.0,94.0,404.206798076,202.236394465
0.0,95.0,400.281501217,202.236394465
0.0,96.0,396.356204359,202.236394465
0.0,97.0,392.4309075,202.236394465
0.0,98.0,388.505610641,202.236394465
0.0,99.0,384.580313782,202.236394465
0.0,100.0,380.655016924,202.236394465
1.0,0.0,735.816037737,722.700250204
1.0,1.0,725.981181026,722.700250204
1.0,2.0,716.146324315,722.700250204
1.0,3.0,706.311467604,722.700250204
1.0,4.0,696.476610893,722.700250204
1.0,5.0,686.641754182,722.700250204
1.0,6.0,676.806897471,722.700250204
1.0,7.0,666.972040761,722.700250204
1.0,8.0,657.13718405,722.700250204
1.0,9.0,647.302327339,722.700250204
1.0,10.0,637.467470628,722.700250204
1.0,11.0,627.632613917,722.700250204
1.0,12.0,625.003723209,717.503090614
1.0,13.0,625.003723209,710.409895913
1.0,14.0,625.003723209,703.316701212
1.0,15.0,625.003723209,696.223506511
1.0,16.0,625.003723209,689.13031181
1.0,17.0,625.003723209,682.037117109
1.0,18.0,625.003723209,674.943922408
1.0,19.0,625.003723209,667.850727706
1.0,20.0,625.003723209,660.757533005
1.0,21.0,625.003723209,653.664338304
1.0,22.0,625.003723209,646.571143603
1.0,23.0,625.003723209,639.477948902
1.0,24.0,625.003723209,632.384754201
1.0,25.0,625.003723209,625.2915595
1.0,26.0,625.003723209,618.198364798
1.0,27.0,625.003723209,611.105170097
1.0,28.0,625.003723209,604.011975396
1.0,29.0,625.003723209,596.918780695
1.0,30.0,625.003723209,589.825585994
1.0,31.0,625.003723209,582.732391293
1.0,32.0,625.003723209,575.639196592
1.0,33.0,625.003723209,568.54600189
1.0,34.0,625.003723209,561.452807189
1.0,35.0,625.003723209,554.359612488
1.0,36.0,625.003723209,547.266417787
1.0,37.0,625.003723209,552.972857666
1.0,38.0,625.003723209,562.781715697
1.0,39.0,625.003723209,568.475979222
1.0,40.0,625.003723209,562.279500133
1.0,41.0,625.003723209,556.083021043
1.0,42.0,625.003723209,549.886541954
1.0,43.0,625.003723209,543.690062865
1.0,44.0,625.003723209,537.493583776
1.0,45.0,625.003723209,531.297104687
1.0,46.0,625.003723209,525.100625598
1.0,47.0,625.003723209,518.904146509
1.0,48.0,625.003723209,512.70766742
1.0,49.0,625.003723209,506.511188331
1.0,50.0,625.003723209,500.314709241
1.0,51.0,625.003723209,494.118230152
1.0,52.0,625.003723209,487.921751063
1.0,53.0,625.003723209,481.725271974
1.0,54.0,625.003723209,475.528792885
1.0,55.0,625.003723209,469.332313796
1.0,56.0,625.003723209,463.135834707
1.0,57.0,625.003723209,456.939355618
1.0,58.0,625.003723209,450.742876529
1.0,59.0,625.003723209,444.54639744
1.0,60.0,624.140240192,439.949832874
1.0,61.0,620.795964994,439.949832874
1.0,62.0,617.451689797,439.949832874
1.0,63.0,614.1074146,439.949832874
1.0,64.0,610.763139403,439.949832874
1.0,65.0,607.418864206,439.949832874
1.0,66.0,604.074589008,439.949832874
1.0,67.0,600.730313811,439.949832874
1.0,68.0,597.386038614,439.949832874
1.0,69.0,594.041763417,439.949832874
1.0,70.0,590.69748822,439.949832874
1.0,71.0,587.353213022,439.949832874
1.0,72.0,584.008937825,439.949832874
1.0,73.0,580.664662628,439.949832874
1.0,74.0,577.320387431,439.949832874
1.0,75.0,573.976112234,439.949832874
1.0,76.0,570.631837037,439.949832874
1.0,77.0,567.287561839,439.949832874
1.0,78.0,563.943286642,439.949832874
1.0,79.0,560.599011445,439.949832874
1.0,80.0,557.254736248,439.949832874
1.0,81.0,553.910461051,439.949832874
1.0,82.0,550.566185853,439.949832874
1.0,83.0,547.221910656,439.949832874
1.0,84.0,543.877635459,439.949832874
1.0,85.0,540.533360262,439.949832874
1.0,86.0,537.189085065,439.949832874
1.0,87.0,533.844809867,439.949832874
1.0,88.0,530.50053467,439.949832874
1.0,89.0,527.156259473,439.949832874
1.0,90.0,523.811984276,439.949832874
1.0,91.0,520.467709079,439.949832874
1.0,92.0,517.123433881,439.949832874
1.0,93.0,513.779158684,439.949832874
1.0,94.0,510.434883487,439.949832874
1.0,95.0,507.09060829,439.949832874
1.0,96.0,503.746333093,439.949832874
1.0,97.0,500.402057895,439.949832874
1.0,98.0,497.057782698,439.949832874
1.0,99.0,493.713507501,439.949832874
1.0,100.0,490.369232304,439.949832874
2.0,0.0,535.017714163,480.010629862
2.0,1.0,527.066485205,480.010629862
2.0,2.0,526.41442725,473.181937291
2.0,3.0,526.41442725,465.743216085
2.0,4.0,526.41442725,458.30449488
2.0,5.0,526.41442725,450.865773675
2.0,6.0,526.41442725,443.427052469
2.0,7.0,526.41442725,435.988331264
