  0.0000000000000000e+000	  3.0311880775907975e+003	 -3.1820477135655615e+003	
  3.0000000000000000e+001	  3.0227673519736327e+003	 -3.1659067336247717e+003	
  6.0000000000000000e+001	  3.0140528793261369e+003	 -3.1704707362322142e+003	
  9.0000000000000000e+001	  3.0172840879680789e+003	 -3.1729197118452980e+003	
  1.2000000000000000e+002	  3.0151299496726997e+003	 -3.1788195181270339e+003	
  1.5000000000000000e+002	  3.0132695567022224e+003	 -3.1908417646665425e+003	
  1.8000000000000000e+002	  3.0077862920715302e+003	 -3.1972981550682994e+003	
  2.1000000000000000e+002	  3.0053384063270701e+003	 -3.1957397178166507e+003	
  2.4000000000000000e+002	  3.0183611589111342e+003	 -3.2037545497424967e+003	
  2.7000000000000000e+002	  3.0183611589111342e+003	 -3.2204521138890664e+003	
  3.0000000000000000e+002	  3.0188507355158085e+003	 -3.2375949477694553e+003	
  3.3000000000000000e+002	  3.0160111882791703e+003	 -3.2436060704856254e+003	
  3.6000000000000000e+002	  3.0294256016397585e+003	 -3.2817878346634516e+003	
  3.9000000000000000e+002	  3.0404900430382149e+003	 -3.3069455005433051e+003	
  4.2000000000000000e+002	  3.0510649112304463e+003	 -3.3166300878412189e+003	
  4.5000000000000000e+002	  3.0455816464730456e+003	 -3.3216393583466247e+003	
  4.8000000000000000e+002	  3.0441129150552588e+003	 -3.3247562346000327e+003	
  5.1000000000000000e+002	  3.0393150593034884e+003	 -3.3539213155756952e+003	
  5.4000000000000000e+002	  3.0286422780006815e+003	 -3.3838656167895078e+003	
  5.7000000000000000e+002	  3.0198298884040132e+003	 -3.4219360636440883e+003	
  6.0000000000000000e+002	  3.0368671736863193e+003	 -3.4399694352418596e+003	
  6.3000000000000000e+002	  3.0544919507162881e+003	 -3.4438655328897694e+003	
  6.6000000000000000e+002	  3.0585064822657951e+003	 -3.4231605522205227e+003	
  6.9000000000000000e+002	  3.1150036836688682e+003	 -3.4486521676554726e+003	
  7.2000000000000000e+002	  3.1504490678179950e+003	 -3.4669081727181870e+003	
  7.5000000000000000e+002	  3.1793341182254185e+003	 -3.4897281777919702e+003	
  7.8000000000000000e+002	  3.1782570486801042e+003	 -3.5072049629860130e+003	
  8.1000000000000000e+002	  3.1789424563041375e+003	 -3.5124368670955664e+003	
  8.4000000000000000e+002	  3.1730675318823278e+003	 -3.5026409611978843e+003	
  8.7000000000000000e+002	  3.1781591326068597e+003	 -3.4987448628755142e+003	
  9.0000000000000000e+002	  3.1806070190050677e+003	 -3.4946261314494059e+003	
  9.3000000000000000e+002	  3.1859923669382119e+003	 -3.4975203743923539e+003	
  9.6000000000000000e+002	  3.1831528201467927e+003	 -3.5050899385903635e+003	
  9.9000000000000000e+002	  3.1894194079898207e+003	 -3.5058691561051928e+003	
  1.0200000000000000e+003	  3.2053796208268450e+003	 -3.5162216477330235e+003	
  1.0500000000000000e+003	  3.1923568712266260e+003	 -3.5026409611978843e+003	
  1.0800000000000000e+003	  3.1859923669382119e+003	 -3.4700250508962467e+003	
  1.1100000000000000e+003	  3.2149753343192824e+003	 -3.4523256340576627e+003	
