  0.0000000000000000e+000	  9.0202421170045784e+002	  1.5474342412567130e+004	
  3.0000000000000000e+001	  8.8894575097391714e+002	  1.5438498306507263e+004	
  6.0000000000000000e+001	  8.7983302319234951e+002	  1.5402097614931314e+004	
  9.0000000000000000e+001	  8.5738871250357818e+002	  1.5373934388744732e+004	
  1.2000000000000000e+002	  8.3958513092106489e+002	  1.5340205307901540e+004	
  1.5000000000000000e+002	  8.1486263311544781e+002	  1.5314602374506643e+004	
  1.8000000000000000e+002	  7.9520276268252258e+002	  1.5286105197449333e+004	
  2.1000000000000000e+002	  7.7841171629048165e+002	  1.5251930847614256e+004	
  2.4000000000000000e+002	  7.6592389704667733e+002	  1.5214305667656026e+004	
  2.7000000000000000e+002	  7.6297070113565997e+002	  1.5174008877407281e+004	
  3.0000000000000000e+002	  7.3926072423297899e+002	  1.5147292773578352e+004	
  3.3000000000000000e+002	  7.3082301842382083e+002	  1.5105214909925733e+004	
  3.6000000000000000e+002	  6.9302205664313135e+002	  1.5078610123049832e+004	
  3.9000000000000000e+002	  6.7184339875670412e+002	  1.5048220554928654e+004	
  4.2000000000000000e+002	  6.5176164889176687e+002	  1.5015493327625662e+004	
  4.5000000000000000e+002	  6.5041161148254616e+002	  1.5010706692304555e+004	
  4.8000000000000000e+002	  6.5800555829246332e+002	  1.5007812447671622e+004	
  5.1000000000000000e+002	  6.7032461674739784e+002	  1.5006587959938044e+004	
  5.4000000000000000e+002	  6.7808732281991092e+002	  1.5051114799729892e+004	
  5.7000000000000000e+002	  6.8863445218383981e+002	  1.5069259487067373e+004	
  6.0000000000000000e+002	  6.8762193442590149e+002	  1.5068480266988023e+004	
  6.3000000000000000e+002	  6.8855008119271963e+002	  1.5071485829052021e+004	
  6.6000000000000000e+002	  6.9006886926962829e+002	  1.5072932951482066e+004	
  6.9000000000000000e+002	  6.9319082036373959e+002	  1.5078944074509995e+004	
  7.2000000000000000e+002	  6.9378145652439287e+002	  1.5080391196700590e+004	
  7.5000000000000000e+002	  6.9285330396225379e+002	  1.5075047975989759e+004	
  7.8000000000000000e+002	  6.9901283367045710e+002	  1.5072487682927633e+004	
  8.1000000000000000e+002	  7.0162852612961910e+002	  1.5071597145908747e+004	
