  0.0000000000000000e+000	  4.4825862196860754e+002	 -2.7381786346137358e+002	
  3.0000000000000000e+001	  4.5557196280970203e+002	 -2.7136888248200103e+002	
  6.0000000000000000e+001	  4.5764858616219391e+002	 -2.7515369365257425e+002	
  9.0000000000000000e+001	  4.5539138432934851e+002	 -2.6658228333792692e+002	
  1.2000000000000000e+002	  4.5593311322508106e+002	 -2.6613703169185993e+002	
  1.5000000000000000e+002	  4.5683599074703335e+002	 -2.7871584259175660e+002	
  1.8000000000000000e+002	  4.5530108807031399e+002	 -2.8539486976597101e+002	
  2.1000000000000000e+002	  4.5503024066071401e+002	 -2.8639673985396553e+002	
  2.4000000000000000e+002	  4.6017664982744657e+002	 -2.7827056221004739e+002	
  2.7000000000000000e+002	  4.5755830105210583e+002	 -2.8617408603281740e+002	
  3.0000000000000000e+002	  4.5439821200904288e+002	 -2.7259340606598732e+002	
  3.3000000000000000e+002	  4.3083304722971639e+002	 -2.8094220374279155e+002	
  3.6000000000000000e+002	  4.0492037699955966e+002	 -2.8917965994616577e+002	
  3.9000000000000000e+002	  3.8270951892733558e+002	 -2.9763975438952508e+002	
  4.2000000000000000e+002	  3.5977635488205760e+002	 -3.0365087220642067e+002	
  4.5000000000000000e+002	  3.3603061479992982e+002	 -3.0509800806248620e+002	
  4.8000000000000000e+002	  3.3991300102979011e+002	 -2.8795516989243089e+002	
  5.1000000000000000e+002	  3.4569143565963583e+002	 -2.7003309444292807e+002	
  5.4000000000000000e+002	  3.5002525666929353e+002	 -2.6368803368385068e+002	
  5.7000000000000000e+002	  3.5083785312000634e+002	 -2.6346540472757295e+002	
  6.0000000000000000e+002	  3.4993496498187676e+002	 -2.6224089950526849e+002	
  6.3000000000000000e+002	  3.5453966802667298e+002	 -2.6368803368385068e+002	
  6.6000000000000000e+002	  3.5408823792629812e+002	 -2.6179563042636744e+002	
  6.9000000000000000e+002	  3.4704575948268950e+002	 -2.6045985091937735e+002	
  7.2000000000000000e+002	  3.5038640986418062e+002	 -2.4843760240016954e+002	
  7.5000000000000000e+002	  3.4569143565963583e+002	 -2.3819642447195332e+002	
  7.8000000000000000e+002	  3.5210188563670658e+002	 -2.4532071515611361e+002	
  8.1000000000000000e+002	  3.4496913229601842e+002	 -2.3530217305291961e+002	
  8.4000000000000000e+002	  3.3919069543906005e+002	 -2.2595154169777547e+002	
  8.7000000000000000e+002	  3.5661628714904407e+002	 -2.4331700211332162e+002	
  9.0000000000000000e+002	  3.6573537313129020e+002	 -2.4298304197377863e+002	
  9.3000000000000000e+002	  3.7864656939256764e+002	 -2.3441163864156593e+002	
  9.6000000000000000e+002	  3.7557677901540916e+002	 -2.3251924731271862e+002	
  9.9000000000000000e+002	  3.9155775618432381e+002	 -2.2739865803681425e+002	
  1.0200000000000000e+003	  4.0871247516249548e+002	 -2.1593299685419819e+002	
  1.0500000000000000e+003	  4.2315856056885701e+002	 -2.0713894685940798e+002	
  1.0800000000000000e+003	  4.4284134587236389e+002	 -2.0335417775695205e+002	
  1.1100000000000000e+003	  4.5963492108039674e+002	 -1.8955084169666009e+002	
  1.1400000000000000e+003	  4.5918348073932964e+002	 -1.8075678602530309e+002	
  1.1700000000000000e+003	  4.5782916215608924e+002	 -1.6584032735107579e+002	
  1.2000000000000000e+003	  4.5286331425484082e+002	 -1.4992198883126429e+002	
  1.2300000000000000e+003	  4.6532306406030068e+002	 -1.3311310471787189e+002	
  1.2600000000000000e+003	  4.8437384439598424e+002	 -1.2632276040917087e+002	
